second,Volt
+164.0000E-06,-74.9999881E-03
+164.2000E-06,-74.9999881E-03
+164.4000E-06,-74.9999881E-03
+164.6000E-06,-43.7499881E-03
+164.8000E-06,-43.7499881E-03
+165.0000E-06,-43.7499881E-03
+165.2000E-06,-74.9999881E-03
+165.4000E-06,-43.7499881E-03
+165.6000E-06,-43.7499881E-03
+165.8000E-06,-43.7499881E-03
+166.0000E-06,-43.7499881E-03
+166.2000E-06,-74.9999881E-03
+166.4000E-06,-43.7499881E-03
+166.6000E-06,-74.9999881E-03
+166.8000E-06,-43.7499881E-03
+167.0000E-06,-43.7499881E-03
+167.2000E-06,-43.7499881E-03
+167.4000E-06,-74.9999881E-03
+167.6000E-06,-43.7499881E-03
+167.8000E-06,-74.9999881E-03
+168.0000E-06,-43.7499881E-03
+168.2000E-06,-43.7499881E-03
+168.4000E-06,-43.7499881E-03
+168.6000E-06,-43.7499881E-03
+168.8000E-06,-43.7499881E-03
+169.0000E-06,-43.7499881E-03
+169.2000E-06,-43.7499881E-03
+169.4000E-06,-43.7499881E-03
+169.6000E-06,-43.7499881E-03
+169.8000E-06,-43.7499881E-03
+170.0000E-06,-74.9999881E-03
+170.2000E-06,-74.9999881E-03
+170.4000E-06,-74.9999881E-03
+170.6000E-06,-43.7499881E-03
+170.8000E-06,-74.9999881E-03
+171.0000E-06,-43.7499881E-03
+171.2000E-06,-74.9999881E-03
+171.4000E-06,-74.9999881E-03
+171.6000E-06,-43.7499881E-03
+171.8000E-06,-43.7499881E-03
+172.0000E-06,-43.7499881E-03
+172.2000E-06,-43.7499881E-03
+172.4000E-06,-43.7499881E-03
+172.6000E-06,-43.7499881E-03
+172.8000E-06,-43.7499881E-03
+173.0000E-06,-43.7499881E-03
+173.2000E-06,-43.7499881E-03
+173.4000E-06,-43.7499881E-03
+173.6000E-06,-74.9999881E-03
+173.8000E-06,-74.9999881E-03
+174.0000E-06,-43.7499881E-03
+174.2000E-06,-43.7499881E-03
+174.4000E-06,-43.7499881E-03
+174.6000E-06,-43.7499881E-03
+174.8000E-06,-43.7499881E-03
+175.0000E-06,-43.7499881E-03
+175.2000E-06,-74.9999881E-03
+175.4000E-06,-43.7499881E-03
+175.6000E-06,-43.7499881E-03
+175.8000E-06,-43.7499881E-03
+176.0000E-06,+2.1750000119E+00
+176.2000E-06,+2.3312500119E+00
+176.4000E-06,+2.3625000119E+00
+176.6000E-06,+2.3312500119E+00
+176.8000E-06,+2.3312500119E+00
+177.0000E-06,+2.3000000119E+00
+177.2000E-06,+2.3000000119E+00
+177.4000E-06,+2.3312500119E+00
+177.6000E-06,+2.3000000119E+00
+177.8000E-06,+2.3000000119E+00
+178.0000E-06,+2.3000000119E+00
+178.2000E-06,+2.3000000119E+00
+178.4000E-06,+2.3000000119E+00
+178.6000E-06,+2.3000000119E+00
+178.8000E-06,+2.2687500119E+00
+179.0000E-06,+2.3000000119E+00
+179.2000E-06,+2.3000000119E+00
+179.4000E-06,+2.3000000119E+00
+179.6000E-06,+2.2687500119E+00
+179.8000E-06,+2.3000000119E+00
+180.0000E-06,-199.9999881E-03
+180.2000E-06,-137.4999881E-03
+180.4000E-06,-137.4999881E-03
+180.6000E-06,-106.2499881E-03
+180.8000E-06,-106.2499881E-03
+181.0000E-06,-106.2499881E-03
+181.2000E-06,-74.9999881E-03
+181.4000E-06,-106.2499881E-03
+181.6000E-06,-106.2499881E-03
+181.8000E-06,-106.2499881E-03
+182.0000E-06,-74.9999881E-03
+182.2000E-06,-74.9999881E-03
+182.4000E-06,-74.9999881E-03
+182.6000E-06,-106.2499881E-03
+182.8000E-06,-43.7499881E-03
+183.0000E-06,-74.9999881E-03
+183.2000E-06,-74.9999881E-03
+183.4000E-06,-43.7499881E-03
+183.6000E-06,-74.9999881E-03
+183.8000E-06,-43.7499880E-03
+184.0000E-06,+2.1437500119E+00
+184.2000E-06,+2.2687500119E+00
+184.4000E-06,+2.3000000119E+00
+184.6000E-06,+2.3000000119E+00
+184.8000E-06,+2.2687500119E+00
+185.0000E-06,+2.2687500119E+00
+185.2000E-06,+2.3000000119E+00
+185.4000E-06,+2.2687500119E+00
+185.6000E-06,+2.2687500119E+00
+185.8000E-06,+2.2375000119E+00
+186.0000E-06,+2.2687500119E+00
+186.2000E-06,+2.2375000119E+00
+186.4000E-06,+2.2375000119E+00
+186.6000E-06,+2.2687500119E+00
+186.8000E-06,+2.2375000119E+00
+187.0000E-06,+2.2375000119E+00
+187.2000E-06,+2.2375000119E+00
+187.4000E-06,+2.2375000119E+00
+187.6000E-06,+2.2375000119E+00
+187.8000E-06,+2.2687500119E+00
+188.0000E-06,+2.2375000119E+00
